90101,278.35
90102,278.35
90103,278.35
90104,278.4
90105,278.4
90106,278.4
90107,278.45
90108,278.45
90109,278.45
90110,278.35
90111,278.25
90112,278.25
90113,278.25
90114,278.3
90115,278.3
90116,278.3
90117,278.3
90118,278.3
90119,278.3
90120,278.35
90121,278.3
90122,278.35
90123,278.4
90124,278.35
90125,278.35
90126,278.3
90127,278.3
90128,278.25
90129,278.25
90130,278.25
90131,278.25
90132,278.15
90133,278.15
90134,278.15
90135,278.15
90136,278.15
90137,278.2
90138,278.15
90139,278.15
90140,278.15
90141,278.15
90142,278.15
90143,278.15
90144,278.15
90145,278.1
90146,278.1
90147,278.1
90148,278.1
90149,278.1
90150,278.1
90151,278.1
90152,278.05
90153,278.05
90154,278.1
90155,278.1
90156,278.05
90157,278.05
90158,278
90159,278
90200,278
90201,278.05
90202,278.05
90203,278.1
90204,278.1
90205,278.1
90206,278.05
90207,278.05
90208,278.05
90209,278.05
90210,278.1
90211,278.05
90212,278.1
90213,278.1
90214,278.1
90215,278.1
90216,278.05
90217,278.05
90218,278.05
90219,278
90220,278
90221,278.05
90222,278.05
90223,278.05
90224,278.05
90225,278.05
90226,278.05
90227,278.05
90228,278
90229,278
90230,278
90231,278
90232,278.05
90233,278.05
90234,278.05
90235,278.05
90236,278.05
90237,278.05
90238,278.05
90239,278.05
90240,278.1
90241,278.1
90242,278.1
90243,278.1
90244,278.1
90245,278.1
90246,278.05
90247,278.1
90248,278.1
90249,278.1
90250,278.1
90251,278.1
90252,278
90253,277.9
90254,277.9
90255,277.85
90256,277.75
90257,277.75
90258,277.75
90259,277.75
90300,277.65
90301,277.65
90302,277.65
90303,277.7
90304,277.65
90305,277.6
90306,277.55
90307,277.5
90308,277.4
90309,277.4
90310,277.6
90311,277.6
90312,277.6
90313,277.6
90314,277.6
90315,277.65
90316,277.65
90317,277.6
90318,277.7
90319,277.65
90320,277.7
90321,277.7
90322,277.7
90323,277.65
90324,277.6
90325,277.55
90326,277.45
90327,277.45
90328,277.5
90329,277.5
90330,277.5
90331,277.5
90332,277.55
90333,277.6
90334,277.65
90335,277.65
90336,277.6
90337,277.6
90338,277.6
90339,277.6
90340,277.6
90341,277.6
90343,277.6
90344,277.6
90345,277.6
90346,277.65
90347,277.7
90348,277.7
90349,277.7
90350,277.65
90351,277.7
90352,277.65
90353,277.7
90354,277.65
90355,277.65
90356,277.55
90357,277.55
90358,277.5
90359,277.5
90400,277.45
90401,277.4
90402,277.45
90403,277.45
90404,277.45
90405,277.5
90406,277.5
90407,277.5
90408,277.5
90409,277.5
90410,277.55
90411,277.55
90412,277.5
90413,277.6
90414,277.6
90415,277.6
90416,277.6
90417,277.6
90418,277.6
90419,277.6
90420,277.65
90421,277.7
90422,277.7
90423,277.7
90424,277.8
90425,277.75
90426,277.75
90427,277.75
90428,277.75
90429,277.7
90430,277.75
90431,277.7
90432,277.65
90433,277.6
90434,277.6
90435,277.6
90436,277.6
90437,277.6
90438,277.65
90439,277.6
90440,277.6
90441,277.6
90442,277.55
90443,277.55
90444,277.55
90445,277.55
90446,277.55
90447,277.55
90448,277.55
90449,277.55
90450,277.65
90451,277.7
90452,277.75
90453,277.6
90454,277.6
90455,277.6
90456,277.55
90457,277.6
90458,277.55
90459,277.55
90500,277.45
90501,277.4
90502,277.4
90503,277.45
90504,277.4
90505,277.35
90506,277.35
90507,277.35
90508,277.35
90509,277.35
90510,277.4
90511,277.4
90512,277.4
90513,277.4
90514,277.4
90515,277.4
90516,277.4
90517,277.45
90518,277.55
90519,277.6
90520,277.55
90521,277.55
90522,277.55
90523,277.55
90524,277.55
90525,277.55
90526,277.55
90527,277.55
90528,277.55
90529,277.55
90530,277.55
90531,277.55
90532,277.55
90533,277.55
90534,277.5
90535,277.55
90536,277.5
90537,277.5
90538,277.5
90539,277.55
90540,277.65
90541,277.65
90542,277.65
90543,277.65
90544,277.65
90545,277.6
90546,277.65
90547,277.65
90548,277.65
90549,277.65
90550,277.6
90551,277.55
90552,277.55
90553,277.55
90554,277.55
90555,277.55
90556,277.5
90557,277.5
90558,277.5
90559,277.55
90600,277.55
90601,277.55
90602,277.55
90603,277.55
90604,277.6
90605,277.65
90606,277.7
90607,277.7
90608,277.7
90609,277.7
90610,277.7
90611,277.7
90612,277.75
90613,277.8
90614,277.8
90615,277.8
90616,277.8
90617,277.8
90618,277.8
90619,277.8
90620,277.8
90621,277.8
90622,277.8
90623,277.8
90624,277.8
90625,277.8
90626,277.8
90628,277.8
90629,277.8
90630,277.85
90631,277.85
90632,277.85
90633,277.85
90634,277.85
90635,277.85
90636,277.85
90637,277.85
90638,277.85
90639,277.85
90640,277.8
90641,277.85
90642,277.85
90643,277.85
90644,277.85
90645,277.85
90646,277.85
90647,277.85
90648,277.9
90649,277.95
90650,278.05
90651,278.05
90652,277.95
90653,277.9
90654,277.85
90655,277.9
90656,277.9
90657,277.9
90658,277.9
90659,277.95
90700,277.95
90701,277.95
90702,277.95
90703,277.95
90704,277.95
90705,277.95
90706,277.95
90707,277.9
90708,277.85
90709,277.85
90710,277.85
90711,277.8
90712,277.85
90713,277.85
90714,277.85
90715,277.9
90716,277.9
90717,277.9
90718,277.85
90719,277.85
90720,277.85
90721,277.85
90722,277.85
90723,277.85
90724,277.85
90725,277.85
90726,277.85
90727,277.85
90728,277.9
90729,277.85
90730,277.95
90731,277.95
90732,277.95
90733,277.95
90734,277.9
90735,277.95
90736,277.95
90737,277.95
90738,278.05
90739,278.05
90740,278.15
90741,278.2
90742,278.2
90743,278.25
90744,278.25
90745,278.25
90746,278.2
90747,278.1
90748,278.05
90749,278.1
90750,278.15
90751,278.15
90753,278.15
90754,278.1
90755,278.1
90756,278.05
90757,278
90758,278
90759,278.05
90800,278.05
90801,277.95
90802,277.95
90803,277.9
90804,277.9
90805,277.85
90806,277.85
90807,277.85
90808,277.85
90809,277.85
90810,277.7
90811,277.65
90812,277.7
90813,277.7
90814,277.65
90815,277.65
90816,277.65
90817,277.65
90818,277.65
90819,277.65
90820,277.6
90821,277.6
90822,277.65
90823,277.65
90824,277.65
90825,277.7
90826,277.7
90827,277.7
90828,277.7
90829,277.7
90830,277.7
90831,277.65
90832,277.7
90833,277.65
90834,277.6
90835,277.5
90836,277.45
90837,277.5
90838,277.55
90839,277.55
90840,277.55
90841,277.55
90842,277.6
90843,277.65
90844,277.65
90845,277.7
90846,277.65
90847,277.65
90848,277.7
90849,277.65
90850,277.65
90851,277.65
90852,277.65
90853,277.65
90854,277.65
90855,277.65
90856,277.65
90857,277.65
90858,277.65
90859,277.65
90900,277.7
90901,277.7
90902,277.65
90903,277.65
90904,277.65
90905,277.6
90906,277.65
90907,277.65
90908,277.65
90909,277.7
90910,277.75
90911,277.75
90912,277.75
90913,277.75
90914,277.75
90915,277.75
90916,277.8
90917,277.8
90918,277.85
90919,277.9
90920,277.95
90921,277.9
90922,277.95
90923,277.9
90924,277.9
90925,277.95
90926,277.9
90927,277.9
90928,277.9
90929,277.9
90930,277.85
90931,277.8
90932,277.8
90933,277.7
90934,277.7
90935,277.7
90936,277.75
90937,277.75
90938,277.7
90939,277.7
90940,277.7
90941,277.65
90942,277.7
90943,277.7
90944,277.7
90945,277.7
90946,277.7
90947,277.7
90948,277.7
90949,277.7
90950,277.7
90951,277.7
90952,277.7
90953,277.8
90954,277.75
90955,277.7
90956,277.75
90957,277.75
90958,277.75
90959,277.7
91000,277.7
91001,277.7
91002,277.75
91003,277.7
91004,277.75
91005,277.75
91006,277.75
91007,277.75
91008,277.75
91010,277.85
91011,277.85
91012,277.85
91013,277.85
91014,277.85
91015,277.95
91016,277.95
91017,278
91018,278
91019,278
91020,278.05
91021,278.05
91022,278
91023,277.95
91024,277.95
91025,277.95
91026,277.95
91027,277.95
91028,277.9
91029,277.9
91030,277.85
91031,277.9
91032,277.9
91033,277.9
91034,277.9
91035,277.9
91036,277.9
91037,277.95
91038,277.95
91039,277.95
91040,278
91041,278
91042,278
91043,278
91044,278
91045,278.05
91046,278.05
91047,278.05
91048,278.1
91049,278.1
91050,278.1
91051,278.1
91052,278.05
91053,278.1
91054,278
91055,277.95
91056,277.95
91057,277.9
91058,277.85
91059,277.85
91100,277.85
91101,277.9
91102,277.85
91103,277.85
91104,277.8
91105,277.8
91106,277.8
91107,277.8
91108,277.85
91109,277.85
91110,277.85
91111,277.85
91112,277.8
91113,277.8
91114,277.8
91115,277.7
91116,277.7
91117,277.65
91118,277.65
91119,277.65
91120,277.65
91121,277.7
91122,277.7
91123,277.65
91124,277.65
91125,277.65
91126,277.65
91127,277.65
91128,277.65
91129,277.65
91130,277.65
91131,277.65
91132,277.65
91133,277.7
91134,277.7
91135,277.7
91136,277.7
91137,277.7
91138,277.7
91139,277.65
91140,277.65
91141,277.7
91142,277.7
91143,277.7
91144,277.65
91145,277.65
91146,277.65
91147,277.65
91148,277.65
91149,277.65
91150,277.65
91151,277.65
91152,277.65
91153,277.65
91154,277.65
91155,277.55
91156,277.5
91157,277.5
91158,277.5
91159,277.5
91200,277.5
91201,277.55
91202,277.5
91203,277.55
91204,277.55
91205,277.55
91206,277.55
91207,277.6
91208,277.6
91209,277.6
91211,277.6
91212,277.55
91213,277.55
91214,277.55
91215,277.55
91216,277.55
91217,277.6
91218,277.6
91219,277.6
91220,277.6
91221,277.6
91222,277.6
91223,277.6
91224,277.6
91225,277.65
91226,277.6
91227,277.55
91228,277.6
91229,277.6
91230,277.6
91231,277.6
91232,277.65
91233,277.65
91234,277.7
91235,277.75
91236,277.7
91237,277.7
91238,277.7
91239,277.65
91240,277.65
91241,277.65
91242,277.65
91243,277.65
91244,277.65
91245,277.65
91246,277.6
91247,277.6
91248,277.6
91249,277.6
91250,277.6
91251,277.6
91252,277.55
91253,277.5
91254,277.5
91255,277.45
91256,277.45
91257,277.5
91258,277.5
91259,277.5
91300,277.5
91301,277.5
91302,277.55
91303,277.55
91304,277.55
91305,277.55
91306,277.55
91307,277.55
91308,277.55
91309,277.55
91310,277.6
91311,277.55
91312,277.55
91313,277.55
91314,277.55
91315,277.55
91316,277.55
91317,277.55
91318,277.55
91319,277.6
91320,277.55
91321,277.55
91322,277.55
91323,277.55
91324,277.55
91325,277.5
91326,277.5
91327,277.5
91328,277.55
91329,277.55
91330,277.5
91331,277.5
91332,277.5
91333,277.5
91334,277.5
91335,277.5
91336,277.55
91337,277.6
91338,277.6
91339,277.65
91340,277.65
91341,277.6
91342,277.6
91343,277.6
91344,277.65
91345,277.65
91346,277.65
91347,277.65
91348,277.65
91349,277.65
91350,277.65
91351,277.65
91352,277.65
91353,277.65
91354,277.65
91355,277.7
91356,277.7
91357,277.7
91358,277.75
91359,277.75
91400,277.75
91401,277.75
91402,277.75
91403,277.7
91404,277.7
91405,277.7
91406,277.7
91407,277.7
91408,277.7
91409,277.7
91410,277.7
91411,277.6
91412,277.6
91413,277.55
91414,277.55
91415,277.55
91416,277.6
91417,277.55
91418,277.55
91419,277.55
91420,277.6
91421,277.6
91422,277.6
91423,277.6
91424,277.6
91425,277.6
91426,277.55
91427,277.6
91428,277.6
91429,277.65
91430,277.65
91431,277.65
91432,277.65
91433,277.7
91434,277.7
91435,277.7
91436,277.7
91437,277.7
91438,277.75
91439,277.75
91440,277.75
91441,277.75
91442,277.75
91443,277.75
91444,277.8
91445,277.8
91446,277.8
91447,277.75
91448,277.75
91449,277.75
91450,277.75
91451,277.75
91452,277.75
91453,277.75
91454,277.75
91455,277.7
91456,277.7
